id_usuario,q1_energia_cognitiva,q2_tension_fisica,q3_rumiacion,q4_activacion_negativa,target_perfil_estres
U-0742,1,1,2,1,Burnout
U-0743,1,3,3,2,Burnout
U-0744,1,1,3,3,Burnout
U-0745,1,3,3,3,Burnout
U-0746,3,3,3,3,Burnout
U-0747,2,2,2,3,Burnout
U-0748,1,3,2,1,Burnout
U-0749,1,3,3,2,Fatiga_Fisica
U-0750,1,3,3,2,Burnout
U-0751,2,3,3,2,Burnout
U-0752,1,4,3,1,Burnout
U-0753,1,2,2,2,Fatiga_Fisica
U-0754,1,4,2,1,Burnout
U-0755,1,3,2,2,Burnout
U-0756,1,1,3,1,Burnout
U-0757,3,3,3,2,Burnout
U-0758,3,3,3,1,Burnout
U-0759,2,3,1,2,Burnout
U-0760,1,2,2,3,Burnout
U-0761,2,2,3,3,Burnout
U-0762,2,2,2,3,Burnout
U-0763,2,2,3,3,Burnout
U-0764,3,3,2,2,Burnout
U-0765,1,2,2,2,Burnout
U-0766,2,4,1,1,Burnout
U-0767,1,3,1,3,Burnout
U-0768,2,4,3,3,Burnout
U-0769,2,1,3,1,Burnout
U-0770,1,2,2,2,Burnout
U-0771,1,2,3,2,Burnout
U-0772,2,1,3,1,Burnout
U-0773,2,4,2,3,Fatiga_Fisica
U-0774,1,3,3,3,Burnout
U-0775,2,1,3,2,Burnout
U-0776,2,1,3,3,Burnout
U-0777,2,1,2,3,Burnout
U-0778,2,3,3,2,Burnout
U-0779,2,3,3,1,Burnout
U-0780,2,4,3,2,Burnout
U-0781,2,2,2,2,Burnout
U-0782,1,3,3,1,Burnout
U-0783,2,3,2,3,Burnout
U-0784,1,3,1,3,Burnout
U-0785,1,3,2,2,Burnout
U-0786,2,2,3,2,Burnout
U-0787,2,3,3,3,Burnout
U-0788,3,2,2,1,Burnout
U-0789,1,2,3,1,Burnout
U-0790,3,2,2,2,Burnout
U-0791,3,2,3,3,Burnout
U-0792,1,1,3,2,Burnout
U-0793,3,2,3,3,Fatiga_Fisica
U-0794,1,2,3,3,Burnout
U-0795,1,2,3,3,Burnout
U-0796,1,2,2,1,Burnout
U-0797,2,3,3,2,Burnout
U-0798,1,3,2,1,Burnout
U-0799,2,1,2,3,Burnout
U-0800,1,4,3,3,Burnout
U-0801,1,2,3,1,Burnout
U-0802,1,2,3,3,Burnout
U-0803,2,3,3,1,Burnout
U-0804,1,4,3,2,Burnout
U-0805,1,1,1,3,Burnout
U-0806,2,3,2,2,Burnout
U-0807,1,2,3,3,Burnout
U-0808,2,1,2,1,Burnout
U-0809,2,3,3,3,Burnout
U-0810,2,3,3,2,Burnout
U-0811,2,3,3,1,Burnout
U-0812,3,3,2,2,Burnout
U-0813,1,3,3,1,Burnout
U-0814,2,2,2,2,Burnout
U-0815,3,2,3,1,Burnout
U-0816,2,3,3,2,Burnout
U-0817,2,3,3,3,Fatiga_Fisica
U-0818,2,4,3,3,Burnout
U-0819,1,2,3,2,Burnout
U-0820,3,2,2,3,Burnout
U-0821,2,1,3,1,Burnout
U-0822,1,3,2,2,Burnout
U-0823,1,3,2,2,Burnout
U-0824,1,3,2,2,Burnout
U-0825,1,3,2,2,Burnout
U-0826,2,1,2,3,Fatiga_Fisica
U-0827,2,3,2,3,Hiperactividad_Ansiosa
U-0828,3,1,2,3,Burnout
U-0829,2,4,3,2,Hiperactividad_Ansiosa
U-0830,1,3,3,3,Burnout
U-0831,2,1,3,2,Burnout
U-0832,1,1,3,3,Burnout
U-0833,2,3,3,3,Burnout
U-0834,1,2,3,3,Burnout
U-0835,2,2,3,3,Burnout
U-0836,1,1,3,3,Burnout
U-0837,2,2,1,2,Burnout
U-0838,2,3,2,1,Burnout
U-0839,2,1,2,2,Burnout
U-0840,2,1,3,3,Burnout
U-0841,1,1,2,2,Burnout
U-0842,2,3,3,1,Burnout
U-0843,2,2,1,2,Burnout
U-0844,2,1,2,3,Burnout
U-0845,2,1,3,1,Burnout
U-0846,1,3,3,2,Fatiga_Fisica
U-0847,1,3,2,2,Burnout
U-0848,1,1,1,2,Burnout
U-0849,1,2,3,3,Burnout
U-0850,2,1,3,2,Burnout
U-0851,1,2,3,1,Burnout
U-0852,2,3,2,3,Burnout
U-0853,2,1,3,2,Burnout
U-0854,1,2,3,3,Burnout
U-0855,1,4,3,1,Burnout
U-0856,1,4,3,2,Burnout
U-0857,3,2,1,1,Burnout
U-0858,1,1,2,3,Burnout
U-0859,2,2,2,2,Burnout
U-0860,2,1,3,3,Burnout
U-0861,2,3,1,2,Burnout
U-0862,2,4,2,3,Burnout
U-0863,1,4,2,3,Burnout
U-0864,1,1,3,3,Burnout
U-0865,2,2,2,3,Burnout
U-0866,1,2,3,2,Burnout
U-0867,1,2,1,2,Burnout
U-0868,3,2,2,3,Burnout
U-0869,2,3,3,1,Burnout
U-0870,1,2,2,2,Burnout
U-0871,2,3,2,2,Fatiga_Fisica
U-0872,2,3,3,2,Fatiga_Fisica
U-0873,2,2,2,2,Burnout
U-0874,3,2,3,3,Hiperactividad_Ansiosa
U-0875,2,4,3,2,Burnout
U-0876,2,3,1,3,Burnout
U-0877,2,4,2,2,Hiperactividad_Ansiosa
U-0878,2,2,2,2,Burnout
U-0879,2,2,2,2,Burnout
U-0880,1,4,3,1,Burnout
U-0881,1,3,3,3,Burnout
U-0882,2,3,3,3,Burnout
U-0883,2,2,3,2,Burnout
U-0884,1,2,3,3,Burnout
U-0885,2,1,1,2,Burnout
U-0886,3,1,3,2,Burnout
U-0887,1,2,3,2,Burnout
U-0888,2,3,3,2,Burnout
U-0889,3,2,1,2,Burnout
U-0890,1,2,3,2,Burnout
U-0891,2,2,3,2,Burnout
U-0892,2,3,2,3,Hiperactividad_Ansiosa
U-0893,1,2,3,2,Burnout
U-0894,3,1,2,1,Burnout
U-0895,1,3,2,3,Burnout
U-0896,3,2,1,1,Burnout
U-0897,2,4,3,2,Burnout
U-0898,1,3,2,2,Burnout
U-0899,1,2,2,3,Burnout
U-0900,1,3,3,1,Burnout
U-0901,3,2,3,3,Burnout
U-0902,3,3,3,2,Burnout
U-0903,1,2,1,3,Burnout
U-0904,2,3,3,1,Burnout
U-0905,1,2,3,3,Fatiga_Fisica
U-0906,2,3,2,3,Burnout
U-0907,2,1,3,3,Burnout
U-0908,1,4,1,2,Burnout
U-0909,2,3,2,1,Burnout
U-0910,2,1,3,3,Burnout
U-0911,2,3,2,3,Burnout
U-0912,1,4,2,3,Burnout
U-0913,3,1,2,2,Burnout
U-0914,1,3,2,2,Burnout
U-0915,1,3,3,1,Burnout
U-0916,1,1,2,1,Burnout
U-0917,1,3,3,2,Burnout
U-0918,2,1,2,2,Burnout
U-0919,1,2,3,2,Burnout
U-0920,3,3,2,3,Burnout
U-0921,2,2,2,2,Burnout
U-0922,1,2,2,3,Burnout
U-0923,1,1,1,1,Burnout
U-0924,1,3,3,2,Burnout
U-0925,3,1,2,2,Burnout
U-0926,1,3,3,3,Burnout
U-0927,2,1,1,3,Burnout
U-0928,3,3,2,2,Fatiga_Fisica
U-0929,3,3,1,2,Burnout
U-0930,2,1,3,2,Fatiga_Fisica
U-0931,1,3,3,3,Burnout
U-0932,2,1,3,3,Burnout
U-0933,1,1,2,2,Burnout
U-0934,1,4,1,1,Burnout
U-0935,2,1,3,1,Burnout
U-0936,2,3,2,3,Burnout
U-0937,1,3,3,2,Burnout
U-0938,1,1,3,3,Burnout
U-0939,1,1,2,1,Burnout
U-0940,1,3,3,2,Burnout
U-0941,1,1,3,3,Burnout
U-0942,1,3,1,2,Burnout
U-0943,1,3,3,1,Burnout
U-0944,1,3,3,1,Burnout
U-0945,2,2,2,3,Burnout
U-0946,1,1,3,3,Burnout
U-0947,2,2,3,1,Burnout
U-0948,1,1,3,2,Burnout
U-0949,1,3,1,1,Burnout
U-0950,1,2,3,2,Burnout
U-0951,2,1,3,3,Fatiga_Fisica
U-0952,3,1,3,2,Hiperactividad_Ansiosa
U-0953,2,1,2,2,Burnout
U-0954,1,2,1,3,Hiperactividad_Ansiosa
U-0955,2,2,2,2,Burnout
U-0956,1,2,1,3,Burnout
U-0957,1,2,2,3,Hiperactividad_Ansiosa
U-0958,1,2,3,2,Burnout
U-0959,1,3,2,3,Burnout
U-0960,1,3,2,3,Burnout
U-0961,2,3,3,2,Burnout
U-0962,2,2,3,2,Burnout
U-0963,1,2,3,1,Burnout
U-0964,2,2,3,1,Burnout
U-0965,2,3,3,3,Burnout
U-0966,2,2,3,2,Burnout
U-0967,1,2,3,3,Burnout
U-0968,2,3,3,2,Burnout
U-0969,3,3,2,3,Hiperactividad_Ansiosa
U-0970,3,2,3,1,Burnout
U-0971,2,3,3,2,Burnout
U-0972,2,1,2,2,Burnout
U-0973,1,3,2,3,Burnout
U-0974,1,3,2,2,Burnout
U-0975,1,2,2,3,Burnout
U-0976,2,4,3,1,Burnout
U-0977,1,4,3,2,Burnout
U-0978,2,3,2,2,Hiperactividad_Ansiosa
U-0979,2,2,2,2,Burnout
U-0980,3,1,2,3,Burnout
U-0981,1,4,3,3,Burnout
U-0982,3,2,3,2,Burnout
U-0983,3,3,3,3,Burnout
U-0984,3,2,2,2,Fatiga_Fisica
U-0985,1,2,3,2,Fatiga_Fisica
U-0986,2,1,3,3,Burnout
U-0987,1,3,3,3,Burnout
U-0988,2,3,3,1,Burnout
U-0989,2,2,2,1,Burnout
U-0990,1,2,2,3,Burnout
U-0991,1,1,3,3,Burnout
U-0992,2,2,2,2,Burnout
U-0993,1,4,3,2,Hiperactividad_Ansiosa
U-0994,1,2,3,3,Burnout
U-0995,1,2,1,3,Burnout
U-0996,2,2,1,1,Burnout
U-0997,2,2,3,3,Burnout
U-0998,2,1,2,2,Burnout
U-0999,2,2,3,3,Burnout
U-1000,2,1,3,2,Burnout
U-1001,1,2,3,1,Burnout
U-1002,1,4,2,2,Fatiga_Fisica
U-1003,2,3,2,1,Burnout
U-1004,3,3,3,2,Burnout
U-1005,1,2,3,1,Burnout
U-1006,2,2,3,1,Burnout
U-1007,1,3,3,3,Burnout
U-1008,2,3,2,2,Fatiga_Fisica
U-1009,3,2,2,2,Burnout
U-1010,2,3,2,3,Fatiga_Fisica
U-1011,1,3,2,2,Burnout
U-1012,1,3,3,1,Burnout
U-1013,1,1,3,2,Fatiga_Fisica
U-1014,3,1,2,1,Fatiga_Fisica
U-1015,3,1,3,1,Burnout
U-1016,2,4,3,2,Burnout
U-1017,2,1,3,1,Burnout
U-1018,1,1,2,3,Burnout
U-1019,1,1,3,3,Burnout
U-1020,1,4,2,2,Burnout
U-1021,1,1,3,1,Burnout
U-1022,2,3,3,1,Burnout
U-1023,1,3,2,3,Burnout
U-1024,1,3,2,1,Burnout
U-1025,2,1,3,2,Burnout
U-1026,2,1,2,2,Burnout
U-1027,3,4,1,3,Burnout
U-1028,3,1,3,3,Burnout
U-1029,2,2,3,2,Burnout
U-1030,2,2,3,2,Burnout
U-1031,1,2,3,1,Fatiga_Fisica
U-1032,2,2,1,1,Burnout
U-1033,1,3,3,3,Burnout
U-1034,2,2,3,2,Burnout
U-1035,2,1,3,3,Burnout
U-1036,2,3,2,1,Burnout
U-1037,2,3,2,2,Burnout
U-1038,2,2,3,2,Burnout
U-1039,2,1,1,2,Burnout
U-1040,2,3,2,1,Burnout
U-1041,1,3,3,3,Burnout
U-1042,1,4,2,1,Burnout
U-1043,1,1,3,3,Burnout
U-1044,2,1,3,2,Burnout
U-1045,1,2,1,2,Burnout
U-1046,1,2,3,2,Burnout
U-1047,2,1,2,3,Burnout
U-1048,3,1,3,2,Burnout
U-1049,2,3,3,3,Burnout
U-1050,2,2,3,2,Burnout
U-1051,1,3,3,2,Burnout
U-1052,1,2,3,3,Burnout
U-1053,2,2,2,2,Burnout
U-1054,3,2,3,3,Burnout
U-1055,3,3,1,2,Burnout
U-1056,2,3,3,2,Burnout
U-1057,2,3,2,2,Burnout
U-1058,1,1,2,1,Burnout
U-1059,2,4,2,3,Burnout
U-1060,1,3,2,2,Burnout
U-1061,2,3,1,3,Burnout
U-1062,1,4,3,3,Burnout
U-1063,2,3,2,2,Burnout
U-1064,2,2,3,2,Burnout
U-1065,2,3,2,3,Burnout
U-1066,2,4,2,1,Burnout
U-1067,1,3,1,2,Burnout
U-1068,2,2,2,2,Burnout
U-1069,2,2,2,2,Burnout
U-1070,2,3,1,3,Burnout
U-1071,1,3,3,3,Burnout
U-1072,1,2,1,3,Burnout
U-1073,1,4,3,2,Burnout
U-1074,1,2,3,2,Burnout
U-1075,1,3,3,3,Burnout
U-1076,1,4,2,1,Burnout
U-1077,1,3,3,2,Burnout
U-1078,2,1,2,2,Fatiga_Fisica
U-1079,2,2,1,1,Burnout
U-1080,2,3,3,3,Burnout
U-1081,2,3,2,3,Burnout
U-1082,1,2,2,3,Burnout
U-1083,1,4,3,2,Burnout
U-1084,3,1,3,1,Burnout
U-1085,1,1,2,3,Burnout
U-1086,1,4,3,3,Burnout
U-1087,1,3,3,2,Burnout
U-1088,3,3,3,2,Burnout
U-1089,1,1,2,2,Burnout
U-1090,1,3,3,1,Burnout
U-1091,2,3,3,3,Burnout
U-1092,1,1,2,2,Burnout
U-1093,3,4,3,3,Hiperactividad_Ansiosa
U-1094,2,2,3,3,Burnout
U-1095,1,1,2,2,Burnout
U-1096,1,3,2,2,Burnout
U-1097,2,4,2,2,Burnout
U-1098,1,3,3,2,Burnout
U-1099,2,2,3,2,Burnout
U-1100,1,1,1,1,Burnout
U-1101,2,1,3,2,Burnout
U-1102,2,2,2,3,Burnout
U-1103,1,2,3,3,Burnout
U-1104,2,1,3,1,Burnout
U-1105,3,1,3,1,Burnout
U-1106,3,1,2,3,Burnout
U-1107,1,2,3,2,Burnout
U-1108,2,2,1,2,Burnout
U-1109,3,4,3,1,Burnout
U-1110,1,3,3,2,Burnout
U-1111,1,1,3,2,Fatiga_Fisica
U-1112,1,3,2,3,Burnout
U-1113,2,2,3,2,Burnout
U-1114,2,3,3,2,Burnout
U-1115,2,2,3,3,Burnout
U-1116,1,1,2,2,Burnout
U-1117,1,2,3,2,Burnout
U-1118,3,2,2,1,Burnout
U-1119,2,2,1,1,Fatiga_Fisica
U-1120,2,2,3,3,Burnout
U-1121,2,3,1,3,Burnout
U-1122,2,1,2,3,Burnout
U-1123,2,2,3,2,Burnout
U-1124,1,1,3,2,Burnout
U-1125,1,2,1,3,Burnout
U-1126,2,3,3,2,Burnout
U-1127,2,4,3,3,Burnout
U-1128,1,1,1,3,Burnout
U-1129,2,3,2,2,Burnout
U-1130,1,2,3,1,Burnout
U-1131,2,4,3,3,Burnout
U-1132,2,3,1,1,Burnout
U-1133,3,3,3,2,Burnout
U-1134,2,2,3,2,Burnout
U-1135,2,3,3,2,Burnout
U-1136,3,2,3,2,Burnout
U-1137,2,1,2,1,Burnout
U-1138,1,4,2,2,Burnout
U-1139,1,2,3,3,Burnout
U-1140,2,3,3,3,Burnout
U-1141,2,3,2,1,Burnout
U-1142,1,4,2,2,Burnout
U-1143,1,2,3,1,Burnout
U-1144,2,2,2,2,Burnout
U-1145,3,3,3,3,Burnout
U-1146,3,3,3,1,Hiperactividad_Ansiosa
U-1147,2,4,3,3,Burnout
U-1148,3,1,3,2,Burnout
U-1149,1,2,3,3,Burnout
U-1150,3,1,2,3,Burnout
U-1151,3,3,1,3,Burnout
U-1152,1,2,3,2,Burnout
U-1153,2,2,3,1,Burnout
U-1154,3,4,3,3,Burnout
U-1155,2,3,3,1,Burnout
U-1156,2,2,2,1,Burnout
U-1157,2,4,3,3,Fatiga_Fisica
U-1158,1,3,3,3,Burnout
U-1159,1,3,3,2,Burnout
U-1160,2,3,3,2,Burnout
U-1161,2,3,3,3,Fatiga_Fisica
U-1162,1,3,3,2,Burnout
U-1163,2,2,2,2,Hiperactividad_Ansiosa
U-1164,1,3,3,3,Burnout
U-1165,1,3,2,1,Burnout
U-1166,1,3,3,3,Burnout
U-1167,2,3,3,2,Burnout
U-1168,1,3,3,3,Burnout
U-1169,1,2,3,3,Burnout
U-1170,2,3,1,1,Burnout
U-1171,1,2,3,2,Burnout
U-1172,1,2,2,2,Burnout
U-1173,3,3,2,1,Burnout
U-1174,2,3,2,2,Burnout
U-1175,3,2,3,2,Burnout
U-1176,2,1,2,2,Burnout
U-1177,2,3,2,2,Hiperactividad_Ansiosa
U-1178,3,1,3,2,Burnout
U-1179,3,2,3,2,Burnout
U-1180,2,3,3,3,Burnout
U-1181,1,2,3,2,Burnout
U-1182,1,1,2,2,Burnout
U-1183,2,3,3,3,Burnout
U-1184,2,2,2,2,Burnout
U-1185,2,1,3,1,Burnout
U-1186,1,4,2,1,Burnout
U-1187,2,3,2,3,Burnout
U-1188,1,3,1,2,Burnout
U-1189,1,2,2,1,Burnout
U-1190,1,1,2,2,Burnout
U-1191,1,1,1,2,Burnout
U-1192,1,2,3,1,Burnout
U-1193,2,2,3,2,Burnout
U-1194,2,2,3,2,Burnout
U-1195,1,4,3,2,Burnout
U-1196,1,2,1,2,Burnout
U-1197,1,4,3,2,Burnout
U-1198,2,1,3,3,Hiperactividad_Ansiosa
U-1199,1,4,3,2,Burnout
U-1200,1,3,3,2,Fatiga_Fisica
U-1201,1,2,2,1,Burnout
U-1202,1,3,3,2,Burnout
U-1203,1,3,3,2,Burnout
U-1204,2,2,1,3,Burnout
U-1205,2,4,3,2,Burnout
U-1206,2,2,3,2,Fatiga_Fisica
U-1207,3,3,2,1,Burnout
U-1208,2,2,3,3,Burnout
U-1209,1,1,1,3,Burnout
U-1210,2,1,3,2,Burnout
U-1211,3,4,1,2,Burnout
U-1212,1,4,3,1,Burnout
U-1213,1,1,3,3,Burnout
U-1214,2,3,2,3,Burnout
U-1215,2,2,3,1,Burnout
U-1216,2,3,3,1,Burnout
U-1217,2,3,2,3,Burnout
U-1218,2,2,3,1,Burnout
U-1219,3,2,2,2,Burnout
U-1220,2,4,2,3,Burnout
U-1221,1,2,1,2,Hiperactividad_Ansiosa
U-1222,2,2,3,2,Burnout
U-1223,1,2,1,2,Burnout
U-1224,2,3,3,2,Burnout
U-1225,1,1,2,3,Fatiga_Fisica
U-1226,1,3,1,2,Burnout
U-1227,1,1,3,2,Burnout
U-1228,3,3,3,2,Burnout
U-1229,2,1,3,3,Fatiga_Fisica
U-1230,2,1,1,3,Burnout
U-1231,3,1,3,2,Burnout
U-1232,1,1,1,1,Burnout
U-1233,2,2,3,2,Burnout
U-1234,2,2,3,2,Burnout
U-1235,1,3,3,1,Burnout
U-1236,2,1,1,1,Burnout
U-1237,2,3,3,2,Burnout
U-1238,1,1,3,3,Burnout
U-1239,2,3,3,2,Burnout
U-1240,2,3,2,2,Burnout
U-1241,1,2,3,1,Burnout
U-1242,3,2,3,1,Burnout
U-1243,1,1,3,2,Burnout
U-1244,1,1,3,1,Burnout
U-1245,1,1,3,2,Burnout
U-1246,2,3,3,2,Burnout
U-1247,3,1,2,2,Burnout
U-1248,1,3,3,3,Burnout
U-1249,1,1,2,2,Burnout
U-1250,2,2,3,3,Burnout
U-1251,2,1,2,3,Burnout
U-1252,2,1,3,2,Burnout
U-1253,2,2,3,3,Burnout
U-1254,3,2,2,2,Burnout
U-1255,1,3,2,1,Burnout
U-1256,2,1,1,2,Burnout
U-1257,1,2,3,2,Hiperactividad_Ansiosa
U-1258,1,3,2,1,Burnout
U-1259,2,3,3,1,Fatiga_Fisica
U-1260,2,2,3,2,Burnout
U-1261,2,1,3,1,Burnout
U-1262,2,2,3,2,Burnout
U-1263,3,3,3,1,Burnout
U-1264,3,3,2,3,Burnout
U-1265,2,2,3,3,Burnout
U-1266,2,2,3,2,Burnout
U-1267,1,1,3,2,Burnout
U-1268,2,2,2,2,Burnout
U-1269,2,2,3,2,Fatiga_Fisica
U-1270,1,4,2,2,Burnout
U-1271,3,4,2,2,Burnout
U-1272,1,2,3,3,Fatiga_Fisica
U-1273,2,1,3,2,Fatiga_Fisica
U-1274,1,4,2,2,Burnout
U-1275,1,2,2,3,Burnout
U-1276,1,2,3,1,Burnout
U-1277,1,1,2,3,Burnout
U-1278,3,2,3,3,Burnout
U-1279,1,1,2,3,Burnout
U-1280,3,2,3,3,Burnout
U-1281,2,3,3,2,Burnout
U-1282,1,1,3,3,Burnout
U-1283,1,2,2,3,Burnout
U-1284,1,3,2,3,Burnout
U-1285,1,2,3,2,Burnout
U-1286,1,3,2,2,Burnout
U-1287,2,1,3,3,Burnout
U-1288,3,2,1,1,Burnout
U-1289,2,2,1,2,Burnout
U-1290,1,3,3,1,Fatiga_Fisica
U-1291,1,1,3,1,Burnout
U-1292,1,2,2,3,Burnout
U-1293,1,1,3,2,Burnout
U-1294,1,3,2,2,Hiperactividad_Ansiosa
U-1295,2,4,2,2,Hiperactividad_Ansiosa
U-1296,1,1,3,3,Fatiga_Fisica
U-1297,2,3,2,1,Burnout
U-1298,1,2,2,2,Burnout
U-1299,1,1,2,1,Burnout
U-1300,1,2,1,3,Burnout
U-1301,1,1,2,2,Burnout
U-1302,2,4,3,1,Burnout
U-1303,3,3,3,3,Burnout
U-1304,2,3,2,3,Burnout
U-1305,2,2,2,2,Burnout
U-1306,3,1,3,3,Burnout
U-1307,2,3,1,2,Burnout
U-1308,1,1,3,2,Burnout
U-1309,1,2,3,3,Burnout
U-1310,2,2,1,3,Burnout
U-1311,2,4,3,2,Burnout
U-1312,2,2,2,2,Hiperactividad_Ansiosa
U-1313,1,1,3,1,Burnout
U-1314,2,3,3,2,Hiperactividad_Ansiosa
U-1315,1,3,2,1,Burnout
U-1316,1,3,2,3,Hiperactividad_Ansiosa
U-1317,1,1,2,2,Burnout
U-1318,2,3,1,2,Burnout
U-1319,3,2,2,3,Burnout
U-1320,2,2,3,1,Burnout
U-1321,1,1,1,2,Burnout
U-1322,3,4,3,2,Burnout
U-1323,2,2,1,3,Burnout
U-1324,1,2,2,3,Burnout
U-1325,2,3,3,3,Burnout
U-1326,1,1,3,2,Burnout
U-1327,2,2,3,3,Burnout
U-1328,3,3,1,3,Burnout
U-1329,1,2,3,2,Burnout
U-1330,2,2,2,3,Burnout
U-1331,1,2,3,3,Hiperactividad_Ansiosa
U-1332,2,2,2,3,Burnout
U-1333,1,2,1,3,Burnout
U-1334,1,2,2,1,Burnout
U-1335,2,1,3,2,Burnout
U-1336,2,1,3,3,Burnout
U-1337,1,3,1,1,Burnout
U-1338,1,1,3,3,Hiperactividad_Ansiosa
U-1339,2,1,3,3,Burnout
U-1340,1,2,3,2,Burnout
U-1341,2,2,3,2,Burnout
U-1342,1,2,3,3,Burnout
U-1343,1,3,2,3,Burnout
U-1344,1,2,3,3,Burnout
U-1345,2,3,3,3,Fatiga_Fisica
U-1346,1,2,1,3,Burnout
U-1347,2,2,3,1,Burnout
U-1348,3,4,3,3,Burnout
U-1349,1,1,3,2,Burnout
U-1350,1,3,2,3,Burnout
U-1351,1,2,2,3,Burnout
U-1352,2,3,1,2,Burnout
U-1353,3,4,3,2,Burnout
U-1354,3,1,2,2,Burnout
U-1355,2,3,3,3,Burnout
U-1356,1,3,3,2,Burnout
U-1357,3,3,2,1,Burnout
U-1358,1,2,2,3,Burnout
U-1359,1,2,3,2,Burnout
U-1360,1,2,3,3,Burnout
U-1361,2,2,2,1,Burnout
U-1362,2,2,2,3,Burnout
U-1363,2,3,3,1,Burnout
U-1364,2,2,3,2,Burnout
U-1365,1,4,1,3,Burnout
U-1366,2,4,2,3,Burnout
U-1367,3,3,2,3,Burnout
U-1368,1,2,2,2,Burnout
U-1369,1,3,2,3,Burnout
U-1370,1,2,3,3,Hiperactividad_Ansiosa
U-1371,2,1,2,3,Burnout
U-1372,1,3,3,1,Burnout
U-1373,2,4,2,3,Burnout
U-1374,3,1,3,1,Hiperactividad_Ansiosa
U-1375,2,4,3,2,Burnout
U-1376,1,2,3,1,Burnout
U-1377,3,3,1,2,Burnout
U-1378,2,2,1,1,Burnout
U-1379,3,1,3,3,Burnout
U-1380,1,2,2,3,Burnout
U-1381,1,2,3,3,Burnout
U-1382,2,2,3,3,Burnout
U-1383,2,2,3,3,Burnout
U-1384,2,1,3,3,Fatiga_Fisica
U-1385,2,1,2,2,Burnout
U-1386,3,1,3,2,Burnout
U-1387,1,4,1,2,Burnout
U-1388,2,3,2,2,Burnout
U-1389,3,2,3,2,Fatiga_Fisica
U-1390,1,1,2,3,Burnout
U-1391,1,2,2,2,Hiperactividad_Ansiosa
U-1392,1,3,2,2,Burnout
U-1393,3,1,2,2,Burnout
U-1394,2,3,3,2,Burnout
U-1395,2,2,3,2,Burnout
U-1396,1,2,3,2,Burnout
U-1397,3,3,2,3,Burnout
U-1398,3,1,3,3,Burnout
U-1399,3,2,3,1,Burnout
U-1400,1,2,1,1,Burnout
U-1401,1,3,3,3,Burnout
U-1402,1,2,2,3,Burnout
U-1403,1,2,2,3,Burnout
U-1404,2,3,2,2,Burnout
U-1405,2,2,3,2,Burnout
U-1406,1,3,1,2,Burnout
U-1407,2,1,2,1,Burnout
U-1408,1,4,3,1,Burnout
U-1409,3,1,3,3,Burnout
U-1410,1,1,2,3,Hiperactividad_Ansiosa
U-1411,2,3,2,3,Burnout
U-1412,3,2,3,2,Burnout
U-1413,3,2,2,1,Burnout
U-1414,3,2,2,2,Burnout
U-1415,1,2,3,1,Burnout
U-1416,1,3,3,2,Burnout
U-1417,2,3,1,2,Burnout
U-1418,1,3,2,2,Fatiga_Fisica
U-1419,1,1,2,1,Burnout
U-1420,1,4,1,3,Burnout
U-1421,1,2,3,2,Burnout
U-1422,2,2,2,3,Fatiga_Fisica
U-1423,1,2,2,2,Burnout
U-1424,2,4,3,3,Burnout
U-1425,2,3,2,3,Burnout
U-1426,2,3,3,1,Burnout
U-1427,1,2,1,3,Hiperactividad_Ansiosa
U-1428,1,2,1,2,Burnout
U-1429,1,3,3,1,Burnout
U-1430,1,3,3,2,Burnout
U-1431,1,3,3,1,Burnout
U-1432,1,1,2,2,Burnout
U-1433,1,1,3,2,Burnout
U-1434,3,1,2,1,Burnout
U-1435,1,2,3,3,Burnout
U-1436,1,1,3,2,Burnout
U-1437,2,2,2,2,Burnout
U-1438,2,3,3,1,Burnout
U-1439,2,2,3,2,Burnout
U-1440,1,1,3,2,Fatiga_Fisica
U-1441,1,2,1,3,Burnout
U-1442,2,3,3,1,Burnout
U-1443,2,3,3,3,Burnout
U-1444,1,3,2,2,Burnout
U-1445,3,3,2,2,Burnout
U-1446,3,1,3,1,Burnout
U-1447,2,2,1,2,Burnout
U-1448,1,3,2,1,Burnout
U-1449,1,4,3,2,Burnout
U-1450,3,2,2,1,Burnout
U-1451,1,3,3,2,Burnout
U-1452,1,4,3,2,Burnout
U-1453,2,4,2,3,Burnout
U-1454,1,3,2,3,Burnout
U-1455,1,3,2,2,Fatiga_Fisica
U-1456,2,3,3,2,Burnout
U-1457,1,2,2,2,Burnout
U-1458,1,2,3,2,Burnout
U-1459,2,2,3,1,Burnout
U-1460,1,2,2,3,Burnout
U-1461,1,1,2,2,Burnout
U-1462,2,1,3,1,Hiperactividad_Ansiosa
U-1463,1,3,3,2,Fatiga_Fisica
U-1464,2,2,3,2,Burnout
U-1465,2,2,3,3,Burnout
U-1466,2,2,2,1,Burnout
U-1467,1,3,3,1,Burnout
U-1468,1,2,3,1,Burnout
U-1469,1,1,3,2,Burnout
U-1470,3,3,2,1,Burnout
U-1471,3,2,3,1,Burnout
U-1472,3,3,2,2,Burnout
U-1473,1,3,2,3,Burnout
U-1474,3,3,3,3,Burnout
U-1475,1,4,2,3,Burnout
U-1476,2,3,3,1,Burnout
U-1477,1,1,3,1,Burnout
U-1478,1,3,2,3,Burnout
U-1479,2,1,2,2,Burnout
U-1480,2,2,3,2,Burnout
U-1481,2,3,2,1,Burnout
U-1482,2,4,3,1,Burnout
U-1483,3,3,2,1,Fatiga_Fisica
